40;;;C, C, C, D, C, E, E, F, C-F;SIII, SIV, SII, A1, SII, F2, A2, A2, C-F
40;40;;C, C, /, C, D, C, D, D;SIII, SIV, /, SI, A1, SII, B1, A2
40;;;C, D, E, E, E, E, E, F, F, F;SII, A2, C3, B1, F1, E3, A3, C1, A2, B3
40;;;E, E, E, E, E, E, E, E, E, E, E, E, F;F2, E2, C3, B1, E3, E1, D2, C2, A1, A3, D1, C1, B3
40;;;E, F, E, E, E, E, E, E, E, F;F2, D1, C3, E3, D2, C2, D1, D3, C1, B3
40;;;E;B1, E3, E1, C2, A1, D1, C1
40;;;C, E, E, E, E, C-E, E, E, E, E;SIV, F2, E2, B1, E1, C-E, D2, A1, A3, A2
40;;;C, C, C, C, D, C;SIII, SI, SIV, SII, A1, SII
40;;;C, E, E, C-E, E, E;SIV, F3, F1, C-E, D2, A1
40;;;C, A, E, E, E, E, E, B;SI, A, C3, B1, E1, A2, D3, B3
40;;;E, E, E, E, F, E, E, F, E;B1, E3, C2, A1, A1, D1, D3, A3, C1
40;;;E, E, E, E, E, E, E, E, E, E, F;F2, C3, B1, E3, E1, D2, C2, A1, A3, D1, A3
40;;;E, E, E, E, C-E, E, F, F;F2, F3, F1, E3, C-E, D3, C1, B3
40;;;C, D, C, D, E, D, F, F;SII, A1, SII, D1, E2, B1, A2, B3
40;;;E, E, E, E, E, E, E, E, E;E2, F1, D2, A1, A3, A2, D1, D3, C1
40;;;E, E, E, E, E, E, E, E, E, E, E;F2, F1, E3, E1, D2, C2, A1, A2, D1, D3, C1
40;;;E;C3, B1, E1, D2, A1, D1, C1
40;;;E, E, E, E, C-E, E, E, E, E, E, F;F2, E2, C3, B1, C-E, D2, A1, A2, D1, D3, B3
40;;;C, C, C, C, E, E, E, E, C-E, E, E, E, E;SI, SI, SI, SII, C3, B1, E3, E1, C-E, D2, A1, A3, A2
40;;;C, C, D, F, D, E, E, F;SIII, SIV, D1, D1, A2, D2, A3, C1
40;;;C, D, C, D, D, D, C-F;SIII, A1, SII, C1, D1, B1, C-F
40;;;C, C, C, D, C, B;SIII, SIV, SII, A1, SII, SI
40;;;E, E, E, E, E, E, E, E, E, E;F3, C3, B1, E3, D2, C2, A1, A2, D3, C1
40;40;;C, C, D, C, /, B, E, E, E, E, E, E, E, F;SIII, SIV, A1, SII, /, SI, B2, B1, E1, D2, A1, A2, C1, B3
40;;;E, E, E, E, E, E, E, E, E, F, F;F2, F3, B1, F1, E3, E1, D2, A1, A3, A3, D2
40;;;A, E, E, E, C-E, E, E, E, E, E, E;A, F3, F1, E1, C-E, D2, C2, A1, A3, A2, B3
40;;;E, E, E, E, E, E, F, E, F, F;F2, F3, B1, E3, D2, A1, A3, C1, A2, B3
40;;;D, E, E, F, E, E, E, E, E;B3, E2, B2, D1, B1, E1, A1, A3, D1
40;;;C, E, E, E, E, E, E, E, E, E, E;SII, F2, B2, B1, F1, E3, C2, A1, A3, A2, D3
40;;;D, D, E, E, E, E, E, E, E, E;B1, A2, C3, B1, F1, E1, D2, C2, D1, C1
40;;;E;E2, B2, F3, C3, D2, D3, B3
40;;;E, E, A, F, E, E, E, E, E;F2, E2, A, D1, C3, F1, E3, A1, D3
40;;;C, D, C, D, D;SII, A1, SII, B3, B1
40;;;C, C, D, C, D, D;SIII, SIV, A1, SII, A3, B1
40;;;C, C, C, C, D, C, D, D, D;SIII, SI, SIV, SII, A1, SII, C1, B1, B1
40;;;E, E, E, E, F;F2, B2, F3, F1, B2
40;;;C, C, C, D, C, D, D, E;SIII, SIV, SII, A1, SII, C1, B1, C2
40;;;C, C, E, E, E, E, E, E, E, E, F;SIV, SII, E2, C3, F1, E3, D2, A2, D1, D3, B3
40;;;E, E, E, E, E, E, E, F;F2, B2, C3, B1, E3, D2, C2, C2
40;;;E, E, C-E, E;F1, E3, C-E, D3
40;;;E, E, E;C3, B1, D3
40;;;E, E, E, E, E, F;F3, C3, F1, E3, D3, B3
40;;;E, E, E, E, C-E, E, F;F2, B2, C3, B1, C-E, A1, A1
40;;;E, E;F1, D3
40;;;D, A, E, E, E, E, E, E, E, E, E, D;C1, A, F3, C3, F1, E3, E1, C2, A1, D3, C1, E2
40;;;C, D, C, D, E, C-E, E, E, E;SIV, A1, SII, B1, E1, C-E, A1, A3, A2
40;;;E, E, E, A, E, E, E, C-E, E, E, E;F2, E2, B2, A, F3, C3, E3, C-E, C2, A3, C1
40;;;/;
40;40;;/, B;/, SI
40;;;E, E, F;B2, F3, B3
40;;;C, C, D, C;SI, SIV, A1, SII
40;;;C, C, C, D, C, E;SIII, SIV, SII, A1, SII, A2
40;;;B, D;SI, B1
40;;;C, D;A1, SII, B1
40;;;C, D;A1, SII
40;;;C, D, C;SII, A1, SII
40;40;;D, C, /, D, D;A1, SII, /, A2, F1
40;;;;
40;;;C, D, D;SI, A2, B1
40;;;C, D;SIV, B1
40;;;C, D, C, C, D, D;SII, A1, SII, SI, B1, B1
40;;;E, E, E, F;C3, C2, D3, B3
40;;;E, F, F, F, F;F3, D1, A1, E1, C1
40;;;A, E, E;A, C3, C2
40;;;C, C, E;SI, SIV, F1
40;;;E, E, E;C3, B1, B3
40;;;E, E, F;F1, D3, B3
40;;;E, E;C2, D3
40;;;A, E, E, E, F;A, D2, D3, F2, B3
40;;;E, E, E, E, E, E, E, F;F3, C3, E3, D2, C2, A3, C1, B3
40;;;E, E, F;F3, D3, B3
40;;;E, E, F, F;E2, E3, A3, B3
40;;;E, E, E, F;F2, F3, C2, B3
40;;;A, E, E, E, E, E, E, E, F;A, C3, B1, D2, A1, A3, D3, C1, D2
40;;;C-E;C-E
40;;;D, C, E, E, E, E;A1, SII, F2, F3, F1, E3
40;;;E, E, E, F;C3, A2, D1, B3
40;;;C;SIII, SIV
40;;;E, E, E, E;C3, C2, A3, D3
40;;;F;B3
40;;;E, F, F;E3, A3, B3
40;;;E, E, E;B1, E3, A3
40;;;E;F3, D3
40;;;E, E, E, E;E2, E3, C2, D3
40;;;E, F;D3, B3
40;;;E;A1, D1, B3
40;;;E;A1, C1
40;;;E, E, E, F;F2, E2, F3, B3
;40;;;
40;;;E;F1, E1, D3
40;;;A, E, E, E;A, B1, D3, B3
40;;;E, E, C-E;F2, E2, C-E
40;;;C;SI, SII
40;;;E, A, E, E, E, E, F;F2, A, F3, C3, E3, D3, B3
40;;;C, C;SI, SI
40;;;C, C;SII, SI
;;;;
40;;;C, A;SI, A
40;;;F;D1
40;;;C, D;SIII, D1
40;;;C, D;SIII, A1
40;;;D, C;B1, SII
40;;;D, C, D;A1, SII, B1
40;;;D, C;/, SII
40;;;D;C2
40;;;D, C;A1, SII
40;;;C, D;SIV, A1
40;;;A;A
40;;;F;D1, C1
40;;;A, F;A, C1
40;;;C, C, C, D, D;SIII, SIV, SII, A1, B1
40;;;1;SIII, SIV
40;;;F;A3, A2, B2
40;;;C, F, F, F, F, F;SI, B1, D1, A1, E1, C1
40;;;C, D, D, F;SII, B2, B1, A1
40;;;C, D, C, D, A-B, D;SII, A1, SII, C1, A-B, B1
40;;;C, C, D, C, F;SIII, SIV, A1, SII, B1
40;;;C, C, C, C, D, E, E, E, E, F;SIII, SI, SIV, SII, C1, D2, A3, A2, C1, B3
40;;;C, D, C, C, D, F, F, F, F, F, C-F;SI, A1, SI, SII, B1, B1, A1, C1, C2, A2, C-F
40;;;C, D, D;SII, SII, B1
40;;;E, E, E, E, E, E, E, C-E, E, E, E, E, E, F, E, F;F2, E2, F3, C3, B1, F1, E3, C-E, D2, C2, A1, D1, D3, A3, C1, B3
40;;;E, A, E, E, E;F2, A, E3, C2, A3
40;;;F;C2, D2
40;;;C, C, C, D, C;SI, SI, SII, A1, SII
40;;;E;B1, A1
40;;;C, C, E;SIV, SI, F3
40;;;F, E, E, E, E, E;D1, C3, D2, C2, A1, D3
40;;;E, E, E, E, E, E, E, E, F;E2, F3, C3, B1, E3, D2, C2, A3, B3
40;;;E, E, F;E2, E3, A2
40;;;E, E, E, E, F, F;E3, E1, C2, A1, A3, B3
40;;;B, A-B;SI, A-B
40;;;E;E2, A, D2, A3, A2, D1, D3
40;;;C, C, D, C-F;SI, SI, SII, C-F
40;;;F;C1, A3, A2, C-F
40;;;C, E, E, E, E, E, E, C-E, E, E, E, E, D1, D3;SII, E2, C3, B1, F1, E3, E1, C-E, D2, C2, A1, A3, D1, D3
40;;;E;B2, A2
40;;;C;SIV, SII, A1, SII
40;;;C;SIII, SIV, A1, SII
40;;;C-F;C-F
40;;;C, C, C, C, C, E;SIII, SI, SIV, SII, SI, A3
40;;;E, E, E, E, E, E, E, F;C3, E3, E1, D2, A3, D3, B3, B3
64;;;B, B, B;SII-N, SII-S, SI-W
64;;;B;SI-W
64;;;;
64;;;B;SII
64;;;B;SI
64;;;A, B;A, SI-W
64;;;B;SII-N, SII, SII-S, SI-O
64;;;B;SII, SI-O
64;;;A;A
64;;;B, B, B, A;SII-N, SII, SII-S, A
64;;;B, B, B, A;SII-N
64;;;B, B, B, A, A, B, B;SII-N, SII, SII-S, A, A, SI, SI-W,
64;;;B;SII-N, SII
